QKEY,DEVICE_TYPE_W49,LANG_W49,FORM_W49,SOCMEDIAUSEa_W49,SOCMEDIAUSEb_W49,SOCMEDIAUSEc_W49,SOCMEDIAUSEd_W49,SNSUSER_W49,ELECTFTGSNSINT_W49,TALKDISASNSINT_W49,TALKCMNSNSINT_W49,SECUR1_W49,PRIVACYNEWS1_W49,HOMEASSIST1_W49,HOMEASSIST2_W49,HOMEASSIST3_W49,HOMEASSIST4_W49,HOMEASSIST5a_W49,HOMEASSIST5b_W49,HOMEIOT_W49,FITTRACK_W49,LOYALTY_W49,DNATEST_W49,TRACKCNT_W49,TRACKCO1a_W49,TRACKCO1b_W49,CONCERNCO_W49,BENEFITCO_W49,CONTROLCO_W49,UNDERSTANDCO_W49,POSNEGCO_W49,ANONYMOUS1CO_W49,TRACKGOV1a_W49,TRACKGOV1b_W49,CONCERNGOV_W49,BENEFITGOV_W49,CONTROLGOV_W49,UNDERSTANDGOV_W49,POSNEGGOV_W49,ANONYMOUS1GOV_W49,CONCERNGRPa_W49,CONCERNGRPb_W49,CONCERNGRPc_W49,CONCERNGRPd_W49,CONCERNGRPe_W49,CONCERNGRPf_W49,CONTROLGRPa_W49,CONTROLGRPb_W49,CONTROLGRPc_W49,CONTROLGRPd_W49,CONTROLGRPe_W49,CONTROLGRPf_W49,PP1_W49,PP2_W49,PP3_W49,PP4_W49,PP5a_W49,PP5b_W49,PP5c_W49,PP5d_W49,PP5e_W49,PP6a_W49,PP6b_W49,PP6c_W49,PRIVACYREG_W49,GOVREGV1_W49,GOVREGV2_W49,SHARE1_W49,KNOW1_W49,KNOW2_W49,KNOW3_W49,KNOW4_W49,KNOW5_W49,KNOW6_W49,KNOW7_W49,KNOW8_W49,KNOW9_W49,KNOW10_W49,TOTALKNOW_W49,PWMAN_W49,PWMAN2_W49,SMARTPHONE_W49,SMARTAPP_W49,PUBLICDATA_W49,RTBFa_W49,RTBFb_W49,RTBFc_W49,RTBFd_W49,RTDa_W49,RTDb_W49,RTDc_W49,RTDd_W49,PROFILE1_W49,PROFILE2_W49,PROFILE3_W49,PROFILE4_W49,PROFILE5_W49,DATAUSEa_W49,DATAUSEb_W49,DATAUSEc_W49,DATAUSEd_W49,DATAUSEe_W49,DATAUSEf_W49,FACE1_W49,FACE2a_W49,FACE2b_W49,FACE2c_W49,FACE3a_W49,FACE3b_W49,FACE3c_W49,FACE4a_W49,FACE4b_W49,FACE4c_W49,FACE4d_W49,DB1a_W49,DB1b_W49,DB1c_W49,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHN,F_NATIVITY,F_CITIZEN,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,WEIGHT_W49
201801078390.0,Desktop,English,Form 2,"No, do not use this","No, do not use this","No, do not use this","No, do not use this",Does not use social media,,,,Less secure,Not too closely,No,,,,,,No,"No, do not wear this","Yes, belong to this","No, have not used this",1.0,,,,,,,,,Some of it,Some of it,Somewhat concerned,None,No control,Nothing,The potential risks of the government collecting data about me and others outweigh the benefits it can provide,"No, it is not possible",,,,Concerned a lot,Concerned a little,,,,,No control,No control,No control,About once a week,Never,,,Somewhat confident,Not too confident,Not confident at all,Not too confident,Somewhat confident,Very comfortable,Not too comfortable,Somewhat comfortable,Not at all,,Better tools for allowing people to control their personal information themselves,"Yes, have done this",Can track your visits and activity on the site,Providing consulting services to corporate clients,Has created a contract between itself and its users about how it will use their data,Not sure,All of the above,Twitter and Instagram,Internet service providers should treat all traffic on their networks equally,Not sure,All of the above,Not sure,4.0,No,Don’t trust them,No,,Keep things about themselves that might be potentially damaging from being searchable online,,,,,"No, should not have  the right to have this deleted","Yes, should have the right to have this deleted","Yes, should have the right to have this deleted","Yes, should have the right to have this deleted",A little,Most of them,"Yes, frequently",Not at all,Not too well,,,,Unacceptable,Acceptable,Unacceptable,A lot,Very effective,Very effective,Very effective,Not at all,Not at all,Somewhat,,,Unacceptable,Unacceptable,Yes,No,No,Metropolitan,Northeast,65+,Male,H.S. graduate or less,High school graduate,No,White,White non-Hispanic,U.S.,Yes,Married,Roman Catholic,"No, not born-again or evangelical Christian",Never,Republican,,Rep/Lean Rep,"$150,000 or more","$75,000+",You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Moderate,Accesses Internet by paying a cell phone company or Internet service provider,Yes,0.6252789928
201801078544.0,Mobile phone,English,Form 2,"Yes, use this","Yes, use this",Refused,Refused,Social media user,I don’t feel strongly about these posts one way or the other,,You have less in common politically than you thought,More secure,Somewhat closely,Yes,Somewhat concerned,No,Very important,,No,Yes,"Yes, wear this","No, do not belong to this","No, have not used this",3.0,,,,,,,,,All or almost all of it,All or almost all of it,Very concerned,None,No control,Nothing,The potential risks of the government collecting data about me and others outweigh the benefits it can provide,"No, it is not possible",,,,Concerned a little,Not concerned,Concerned a lot,,,,No control,No control,A little control,About once a week,Often,Read it all the way through,Some,Not too confident,Not confident at all,Not confident at all,Not too confident,Not confident at all,Somewhat comfortable,Not too comfortable,Not too comfortable,Some,,Stronger laws governing what companies can and cannot do with people’s personal information,"Yes, have done this",Not sure,Not sure,Has created a contract between itself and its users about how it will use their data,Not sure,All of the above,Not sure,Not sure,Not sure,Picture of 2-step code,Not sure,3.0,No,Don’t trust them,Yes,Update them yourself as soon as you are notified a new version is available,Keep things about themselves that might be potentially damaging from being searchable online,,,,,"Yes, should have the right to have this deleted","Yes, should have the right to have this deleted","No, should not have  the right to have this deleted","Yes, should have the right to have this deleted",A lot,Most of them,"Yes, frequently",Somewhat,Somewhat well,,,,Acceptable,Acceptable,Acceptable,A lot,Very effective,Somewhat effective,Somewhat effective,Not at all,Somewhat,Somewhat,,,Not sure,Acceptable,Yes,No,No,Metropolitan,Northeast,30-49,Male,Some College,"Some college, no degree",No,Black or African American,Black non-Hispanic,U.S.,Yes,Married,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Refo","No, not born-again or evangelical Christian",Never,Democrat,,Dem/Lean Dem,"$20,000 to less than $30,000","<$30,000",You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Moderate,Accesses Internet by paying a cell phone company or Internet service provider,Yes,2.8600863497
201801078773.0,Desktop,English,Form 2,"Yes, use this","Yes, use this","No, do not use this","No, do not use this",Social media user,I am worn out by how many political posts and discussions I see on social media,,You have less in common politically than you thought,More secure,Somewhat closely,No,,,,,,No,"No, do not wear this","Yes, belong to this","No, have not used this",1.0,,,,,,,,,Very little of it,Very little of it,Not too concerned,Very little,Very little control,Very little,The potential risks of the government collecting data about me and others outweigh the benefits it can provide,"No, it is not possible",,,,Not concerned,Concerned a little,Not concerned,,,,A little control,A little control,A little control,About once a month,Sometimes,Read it part of the way through,Some,Not too confident,Not too confident,Not too confident,Not too confident,Not too confident,Not too comfortable,Not too comfortable,Not too comfortable,Some,,Stronger laws governing what companies can and cannot do with people’s personal information,"Yes, have done this",Can track your visits and activity on the site,Not sure,Not sure,Not sure,On a website,Not sure,Not sure,Not sure,Picture of security image,Not sure,1.0,No,Don’t trust them,No,,Discover potentially useful information about others,,,,,"No, should not have  the right to have this deleted","No, should not have  the right to have this deleted","No, should not have  the right to have this deleted","No, should not have  the right to have this deleted",A lot,Some of them,No,,,,,,Unacceptable,Unacceptable,Unacceptable,A little,Not too effective,Somewhat effective,Not too effective,Not too much,Not too much,Not too much,,,Unacceptable,Unacceptable,No,No,No,Metropolitan,Northeast,50-64,Female,H.S. graduate or less,High school graduate,Yes,White,Hispanic,Another country,Yes,Married,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Refo","No, not born-again or evangelical Christian",Once a week,Republican,,Rep/Lean Rep,"$20,000 to less than $30,000","<$30,000",You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Conservative,Accesses Internet by paying a cell phone company or Internet service provider,Yes,0.8116480318
201801078996.0,Desktop,English,Form 2,"No, do not use this","No, do not use this","No, do not use this","No, do not use this",Does not use social media,,,,Less secure,Not at all closely,No,,,,,,No,"No, do not wear this","Yes, belong to this","No, have not used this",1.0,,,,,,,,,Some of it,Very little of it,Somewhat concerned,Some,Some control,Very little,The benefits the government can provide by collecting data about me and others outweigh the potential risks,"No, it is not possible",,,,Concerned a lot,Concerned a little,,,,,A little control,A little control,A little control,About once a month,Sometimes,Glance over it without reading it closely,Some,Somewhat confident,Somewhat confident,Not too confident,Somewhat confident,Somewhat confident,Very comfortable,Not too comfortable,Not too comfortable,Very little,,Stronger laws governing what companies can and cannot do with people’s personal information,"Yes, have done this",Refused,Not sure,Will not share its users’ personal information with third parties,The site has been verified as trustworthy,In an email,Not sure,Not sure,Not sure,Picture of 2-step code,Not sure,1.0,No,Don’t need it,No,,Keep things about themselves that might be potentially damaging from being searchable online,,,,,"No, should not have  the right to have this deleted","Yes, should have the right to have this deleted","Yes, should have the right to have this deleted","Yes, should have the right to have this deleted",Nothing at all,,,,,,,,Not sure,Not sure,Not sure,A little,Very effective,Somewhat effective,Very effective,Not at all,Not too much,Somewhat,,,Unacceptable,Acceptable,No,No,No,Metropolitan,Northeast,65+,Male,College graduate+,Postgraduate,No,White,White non-Hispanic,U.S.,Yes,Married,Roman Catholic,"No, not born-again or evangelical Christian",Once or twice a month,Republican,,Rep/Lean Rep,"$40,000 to less than $50,000","$30-$74,999",You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Moderate,Does not access the Internet by paying a cell phone company or Internet service provider,No,0.8343307348
201801079121.0,Desktop,English,Form 1,"Yes, use this","No, do not use this","No, do not use this","No, do not use this",Social media user,I don’t feel strongly about these posts one way or the other,Stressful and frustrating,,Less secure,Not too closely,Yes,Very concerned,No,Somewhat important,No,,Yes,"No, do not wear this","Yes, belong to this","No, have not used this",3.0,All or almost all of it,All or almost all of it,Very concerned,Very little,Very little control,Very little,The potential risks of companies collecting data about me outweigh the benefits I get,"No, it is not possible",,,,,,,,,Concerned a little,Concerned a little,Concerned a lot,,,,No control,No control,No control,,,,Almost daily,Never,,,Not confident at all,Not confident at all,Not confident at all,Not confident at all,Not confident at all,Somewhat comfortable,Not comfortable at all,Not comfortable at all,Very little,More regulation,,"Yes, have done this",Can track your visits and activity on the site,Allowing companies to purchase advertisements on their platforms,Not sure,Information entered into the site is encrypted,All of the above,WhatsApp and Instagram,Internet service providers should treat all traffic on their networks equally,A coworker who uses the same computer,Picture of 2-step code,Not sure,8.0,No,Don’t need it,Yes,Set them to update automatically,Keep things about themselves that might be potentially damaging from being searchable online,"No, should not be able to remove this from online searches","Yes, should be able to remove this from online searches","No, should not be able to remove this from online searches","Yes, should be able to remove this from online searches",,,,,A lot,Most of them,"Yes, frequently",A great deal,Very well,Unacceptable,Unacceptable,Not sure,,,,A lot,Very effective,Very effective,Very effective,Not at all,Not at all,Not at all,Unacceptable,Unacceptable,,,No,No,No,Metropolitan,Northeast,30-49,Male,College graduate+,Postgraduate,No,Asian or Asian-American,Other,Another country,Yes,Divorced,Agnostic,,Never,Democrat,,Dem/Lean Dem,"$150,000 or more","$75,000+",You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Liberal,Accesses Internet by paying a cell phone company or Internet service provider,No,0.6530182875
201801079157.0,Mobile phone,English,Form 1,"Yes, use this","Yes, use this","Yes, use this","No, do not use this",Social media user,I am worn out by how many political posts and discussions I see on social media,Stressful and frustrating,,Less secure,Somewhat closely,No,,,,,,Yes,"No, do not wear this","Yes, belong to this","No, have not used this",2.0,Some of it,Very little of it,Somewhat concerned,None,No control,Very little,The potential risks of companies collecting data about me outweigh the benefits I get,"Yes, it is possible",,,,,,,,,Concerned a little,Concerned a lot,,,,,A little control,A little control,A lot of control,,,,About once a week,Never,,,Not too confident,Somewhat confident,Somewhat confident,Not confident at all,Not too confident,Somewhat comfortable,Not comfortable at all,Somewhat comfortable,Very little,More regulation,,"No, have not done this",Refused,Allowing companies to purchase advertisements on their platforms,Adheres to federal guidelines about deceptive advertising practices,Information entered into the site is encrypted,All of the above,WhatsApp and Instagram,Internet service providers should treat all traffic on their networks equally,Not sure,All of the above,Not sure,5.0,No,Too expensive,Yes,Update them yourself whenever it’s convenient,Keep things about themselves that might be potentially damaging from being searchable online,"Yes, should be able to remove this from online searches","Yes, should be able to remove this from online searches","Yes, should be able to remove this from online searches","Yes, should be able to remove this from online searches",,,,,Nothing at all,,,,,Acceptable,Not sure,Unacceptable,,,,A little,Somewhat effective,Somewhat effective,Somewhat effective,Not too much,Not too much,Somewhat,Acceptable,Unacceptable,,,No,No,No,Metropolitan,Northeast,50-64,Female,H.S. graduate or less,High school graduate,No,White,White non-Hispanic,U.S.,Yes,Married,Roman Catholic,"No, not born-again or evangelical Christian",Seldom,Republican,,Rep/Lean Rep,"$75,000 to less than $100,000","$75,000+",You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Conservative,Accesses Internet by paying a cell phone company or Internet service provider,No,1.0472534067
201801079180.0,Mobile phone,English,Form 2,"Yes, use this","No, do not use this","No, do not use this","No, do not use this",Social media user,I don’t feel strongly about these posts one way or the other,,You have less in common politically than you thought,About the same,Not too closely,No,,,,,,No,"No, do not wear this","Yes, belong to this","No, have not used this",1.0,,,,,,,,,All or almost all of it,Some of it,Somewhat concerned,Very little,Very little control,Very little,The benefits the government can provide by collecting data about me and others outweigh the potential risks,"No, it is not possible",,,,Concerned a little,Not concerned,Concerned a little,,,,A little control,A little control,A little control,Almost daily,Never,,,Not too confident,Not too confident,Not too confident,Not too confident,Not too confident,Not too comfortable,Not too comfortable,Somewhat comfortable,Very little,,Better tools for allowing people to control their personal information themselves,"Yes, have done this",Can track your visits and activity on the site,Allowing companies to purchase advertisements on their platforms,Has created a contract between itself and its users about how it will use their data,Information entered into the site is encrypted,All of the above,WhatsApp and Instagram,Internet service providers should treat all traffic on their networks equally,The websites they visit while in private browsing mode,Picture of 2-step code,Not sure,8.0,No,Don’t need it,Yes,Update them yourself whenever it’s convenient,Discover potentially useful information about others,,,,,"Yes, should have the right to have this deleted","Yes, should have the right to have this deleted","Yes, should have the right to have this deleted","Yes, should have the right to have this deleted",A little,Some of them,"Yes, frequently",Not too much,Somewhat well,,,,Acceptable,Unacceptable,Unacceptable,A lot,Somewhat effective,Somewhat effective,Somewhat effective,Somewhat,Somewhat,Somewhat,,,Unacceptable,Unacceptable,No,No,No,Metropolitan,Northeast,30-49,Male,Some College,Associate's degree,Yes,White,Hispanic,U.S.,Yes,Married,Nothing in particular,,Never,Independent,The Democratic Party,Dem/Lean Dem,"$75,000 to less than $100,000","$75,000+",You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Moderate,Accesses Internet by paying a cell phone company or Internet service provider,No,1.3064068278
201801079322.0,Tablet,English,Form 2,"Yes, use this","Yes, use this","No, do not use this","No, do not use this",Social media user,I like seeing lots of political posts and discussions on social media,,You have more in common politically than you thought,Less secure,Somewhat closely,Yes,Not too concerned,No,Not too important,,No,No,"No, do not wear this","Yes, belong to this","No, have not used this",2.0,,,,,,,,,Some of it,Some of it,Somewhat concerned,Very little,Very little control,Very little,The potential risks of the government collecting data about me and others outweigh the benefits it can provide,"No, it is not possible",,,,Concerned a lot,Concerned a little,Concerned a lot,,,,A little control,A little control,No control,About once a week,Sometimes,Glance over it without reading it closely,Very little,Not too confident,Somewhat confident,Not confident at all,Not confident at all,Not too confident,Somewhat comfortable,Not too comfortable,Somewhat comfortable,Very little,,Stronger laws governing what companies can and cannot do with people’s personal information,"No, have not done this",Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Social media platforms must give equal visibility to conservative and liberal points of view,Not sure,All of the above,Not sure,0.0,No,My passwords are secure enough,Yes,Update them yourself as soon as you are notified a new version is available,Keep things about themselves that might be potentially damaging from being searchable online,,,,,"No, should not have  the right to have this deleted","Yes, should have the right to have this deleted","No, should not have  the right to have this deleted","Yes, should have the right to have this deleted",A little,Most of them,"Yes, on occasion",Not too much,Not too well,,,,Acceptable,Acceptable,Acceptable,A little,Somewhat effective,Not effective at all,Not too effective,Not too much,Not too much,Somewhat,,,Acceptable,Acceptable,No,Yes,No,Metropolitan,Northeast,65+,Male,H.S. graduate or less,High school graduate,No,White,White non-Hispanic,U.S.,Yes,Married,Roman Catholic,"No, not born-again or evangelical Christian",A few times a year,Republican,,Rep/Lean Rep,"$30,000 to less than $40,000","$30-$74,999",You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Conservative,Accesses Internet by paying a cell phone company or Internet service provider,No,1.5672183299
201801079340.0,Desktop,English,Form 1,"Yes, use this","No, do not use this","No, do not use this","Yes, use this",Social media user,I don’t feel strongly about these posts one way or the other,Interesting and informative,,About the same,Not too closely,No,,,,,,No,"No, do not wear this","No, do not belong to this","No, have not used this",0.0,Some of it,Very little of it,Not too concerned,Very little,No control,Very little,The potential risks of companies collecting data about me outweigh the benefits I get,"Yes, it is possible",,,,,,,,,Concerned a little,Not concerned,Concerned a little,,,,A little control,No control,No control,,,,Less frequently,Sometimes,Read it part of the way through,Very little,Somewhat confident,Not too confident,Not too confident,Not too confident,Somewhat confident,Not too comfortable,Somewhat comfortable,Not too comfortable,Very little,More regulation,,"No, have not done this",Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,All of the above,Not sure,0.0,No,Don’t know what that is,No,,Keep things about themselves that might be potentially damaging from being searchable online,"Yes, should be able to remove this from online searches","Yes, should be able to remove this from online searches","Yes, should be able to remove this from online searches","Yes, should be able to remove this from online searches",,,,,A little,Most of them,Not sure,,,Acceptable,Acceptable,Acceptable,,,,A little,Somewhat effective,Somewhat effective,Somewhat effective,Not too much,Somewhat,Somewhat,Acceptable,Acceptable,,,No,No,No,Metropolitan,Northeast,65+,Male,College graduate+,Postgraduate,No,Black or African American,Black non-Hispanic,U.S.,Yes,Widowed,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Refo","Yes, born-again or evangelical Christian",More than once a week,Democrat,,Dem/Lean Dem,"$50,000 to less than $75,000","$30-$74,999",You are NOT registered to vote at your current address,Conservative,Accesses Internet by paying a cell phone company or Internet service provider,Yes,0.2826985449
201801079502.0,Mobile phone,English,Form 1,"Yes, use this","No, do not use this","No, do not use this","No, do not use this",Social media user,I don’t feel strongly about these posts one way or the other,Stressful and frustrating,,Less secure,Not too closely,Yes,Somewhat concerned,No,Not important at all,No,,No,"No, do not wear this","Yes, belong to this","No, have not used this",2.0,All or almost all of it,Most of it,Very concerned,Very little,Very little control,Some,The potential risks of companies collecting data about me outweigh the benefits I get,"No, it is not possible",,,,,,,,,Concerned a little,Concerned a little,Concerned a little,,,,No control,Refused,No control,,,,About once a month,Sometimes,Glance over it without reading it closely,Refused,Not too confident,Somewhat confident,Not too confident,Not too confident,Not too confident,Somewhat comfortable,Not too comfortable,Not too comfortable,Very little,More regulation,,"No, have not done this",Can track your visits and activity on the site,Allowing companies to purchase advertisements on their platforms,Not sure,Not sure,Not sure,Not sure,Internet service providers should treat all traffic on their networks equally,Not sure,Not sure,Not sure,3.0,No,Don’t trust them,Yes,Update them yourself as soon as you are notified a new version is available,Keep things about themselves that might be potentially damaging from being searchable online,Refused,"Yes, should be able to remove this from online searches",Refused,"Yes, should be able to remove this from online searches",,,,,A little,All of them,"Yes, frequently",Somewhat,Refused,Acceptable,Acceptable,Unacceptable,,,,A little,Refused,Refused,Refused,Not at all,Somewhat,Somewhat,Acceptable,Unacceptable,,,Yes,No,No,Metropolitan,Northeast,50-64,Female,Some College,"Some college, no degree",No,White,White non-Hispanic,U.S.,Yes,Never been married,Roman Catholic,"No, not born-again or evangelical Christian",A few times a year,Independent,The Democratic Party,Dem/Lean Dem,"$50,000 to less than $75,000","$30-$74,999",You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Liberal,Accesses Internet by paying a cell phone company or Internet service provider,No,0.5074895931
201801079611.0,Desktop,English,Form 1,"Yes, use this","No, do not use this","No, do not use this","No, do not use this",Social media user,I am worn out by how many political posts and discussions I see on social media,Stressful and frustrating,,Refused,Not at all closely,No,,,,,,No,"No, do not wear this","No, do not belong to this","No, have not used this",0.0,Most of it,Some of it,Somewhat concerned,Very little,Very little control,Very little,The potential risks of companies collecting data about me outweigh the benefits I get,"No, it is not possible",,,,,,,,,Concerned a little,Concerned a little,,,,,No control,No control,No control,,,,About once a month,Never,,,Somewhat confident,Somewhat confident,Not too confident,Somewhat confident,Somewhat confident,Not too comfortable,Not too comfortable,Not too comfortable,Not at all,More regulation,,"No, have not done this",Not sure,Refused,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,0.0,No,Don’t know what that is,Yes,Update them yourself whenever it’s convenient,Keep things about themselves that might be potentially damaging from being searchable online,"Yes, should be able to remove this from online searches","Yes, should be able to remove this from online searches","No, should not be able to remove this from online searches","No, should not be able to remove this from online searches",,,,,Refused,,,,,Unacceptable,Acceptable,Not sure,,,,A little,Somewhat effective,Refused,Somewhat effective,Not at all,Not too much,Somewhat,Acceptable,Not sure,,,No,No,No,Metropolitan,Northeast,65+,Female,Some College,Associate's degree,No,White,White non-Hispanic,U.S.,Yes,Married,Nothing in particular,,Never,Independent,The Republican Party,Rep/Lean Rep,"$100,000 to less than $150,000","$75,000+",You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Moderate,Accesses Internet by paying a cell phone company or Internet service provider,No,1.7196879066
201801079644.0,Tablet,English,Form 2,"Yes, use this","No, do not use this","No, do not use this","No, do not use this",Social media user,I am worn out by how many political posts and discussions I see on social media,,You have more in common politically than you thought,Less secure,Somewhat closely,No,,,,,,Yes,"No, do not wear this","Yes, belong to this","No, have not used this",2.0,,,,,,,,,Some of it,Some of it,Not too concerned,A great deal,Some control,Some,The benefits the government can provide by collecting data about me and others outweigh the potential risks,"No, it is not possible",,,,Not concerned,Concerned a little,Not concerned,,,,A lot of control,A little control,A little control,About once a week,Always,Read it part of the way through,Some,Not too confident,Somewhat confident,Not too confident,Not too confident,Not too confident,Not too comfortable,Not too comfortable,Not too comfortable,Some,,Stronger laws governing what companies can and cannot do with people’s personal information,"Yes, have done this",Can track your visits and activity on the site,Allowing companies to purchase advertisements on their platforms,Will not share its users’ personal information with third parties,Not sure,All of the above,Not sure,Not sure,Not sure,All of the above,Not sure,3.0,No,Don’t trust them,Yes,Update them yourself as soon as you are notified a new version is available,Discover potentially useful information about others,,,,,"No, should not have  the right to have this deleted","Yes, should have the right to have this deleted","Yes, should have the right to have this deleted","Yes, should have the right to have this deleted",A little,Not sure,"Yes, on occasion",Not too much,Not well at all,,,,Not sure,Not sure,Not sure,A little,Somewhat effective,Not too effective,Somewhat effective,Not too much,Somewhat,Somewhat,,,Not sure,Not sure,Refused,No,No,Metropolitan,Northeast,50-64,Female,College graduate+,Postgraduate,No,Black or African American,Black non-Hispanic,U.S.,Yes,Divorced,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Refo","No, not born-again or evangelical Christian",Once a week,Democrat,,Dem/Lean Dem,"$100,000 to less than $150,000","$75,000+",You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Liberal,Does not access the Internet by paying a cell phone company or Internet service provider,Yes,0.3837716431
201801079688.0,Desktop,English,Form 1,"Yes, use this","Yes, use this","Yes, use this","Yes, use this",Social media user,I don’t feel strongly about these posts one way or the other,Stressful and frustrating,,Less secure,Not too closely,No,,,,,,No,"Yes, wear this","Yes, belong to this","No, have not used this",2.0,Most of it,Some of it,Somewhat concerned,Very little,Very little control,Very little,The potential risks of companies collecting data about me outweigh the benefits I get,"No, it is not possible",,,,,,,,,Concerned a little,Concerned a little,Concerned a little,,,,A little control,No control,No control,,,,Refused,,,,Somewhat confident,Not too confident,Not too confident,Not too confident,Not too confident,Not too comfortable,Not too comfortable,Not too comfortable,Very little,Refused,,"Yes, have done this",Can track your visits and activity on the site,Allowing companies to purchase advertisements on their platforms,Has created a contract between itself and its users about how it will use their data,Information entered into the site is encrypted,All of the above,WhatsApp and Instagram,Internet service providers should treat all traffic on their networks equally,A coworker who uses the same computer,Picture of 2-step code,Not sure,9.0,No,Don’t trust them,Yes,Set them to update automatically,Refused,"No, should not be able to remove this from online searches",Refused,"No, should not be able to remove this from online searches","Yes, should be able to remove this from online searches",,,,,A little,Some of them,"Yes, on occasion",Not too much,Not too well,Not sure,Acceptable,Unacceptable,,,,A little,Not too effective,Somewhat effective,Somewhat effective,Not at all,Not too much,Not too much,Unacceptable,Unacceptable,,,No,No,No,Metropolitan,Northeast,18-29,Female,College graduate+,Postgraduate,Yes,White,Hispanic,U.S.,Yes,Married,Nothing in particular,,A few times a year,Democrat,,Dem/Lean Dem,"$100,000 to less than $150,000","$75,000+",You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Very liberal,Accesses Internet by paying a cell phone company or Internet service provider,Yes,0.2633737761
201801079728.0,Tablet,English,Form 2,"Yes, use this","No, do not use this","No, do not use this","No, do not use this",Social media user,I don’t feel strongly about these posts one way or the other,,You have more in common politically than you thought,About the same,Not too closely,No,,,,,,No,"No, do not wear this","Yes, belong to this","Yes, have used this",2.0,,,,,,,,,Most of it,Some of it,Somewhat concerned,Very little,Very little control,Nothing,The potential risks of the government collecting data about me and others outweigh the benefits it can provide,"No, it is not possible",,,,Concerned a little,Concerned a little,Concerned a little,,,,A lot of control,A little control,A lot of control,Less frequently,Never,,,Not too confident,Somewhat confident,Somewhat confident,Somewhat confident,Not too confident,Somewhat comfortable,Somewhat comfortable,Not too comfortable,Some,,Better tools for allowing people to control their personal information themselves,"Yes, have done this",Can track your visits and activity on the site,Allowing companies to purchase advertisements on their platforms,Has created a contract between itself and its users about how it will use their data,Information entered into the site is encrypted,All of the above,WhatsApp and Instagram,Internet service providers should treat all traffic on their networks equally,A coworker who uses the same computer,Picture of 2-step code,Not sure,9.0,No,Too complicated,Yes,Set them to update automatically,Keep things about themselves that might be potentially damaging from being searchable online,,,,,"Yes, should have the right to have this deleted","Yes, should have the right to have this deleted","Yes, should have the right to have this deleted","Yes, should have the right to have this deleted",A lot,All of them,"Yes, frequently",A great deal,Somewhat well,,,,Not sure,Unacceptable,Unacceptable,A lot,Somewhat effective,Somewhat effective,Very effective,Not too much,Somewhat,Somewhat,,,Unacceptable,Acceptable,No,No,No,Metropolitan,Northeast,65+,Male,H.S. graduate or less,High school graduate,No,White,White non-Hispanic,U.S.,Yes,Living with a partner,Nothing in particular,,Never,Independent,The Democratic Party,Dem/Lean Dem,"$100,000 to less than $150,000","$75,000+",You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Moderate,Accesses Internet by paying a cell phone company or Internet service provider,Yes,0.5784033278
